open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades
2018-03-26 00:00:00+00:00,160.0,161.06,109.03,114.74,967731.12557,2018-04-01 23:59:59.999000+00:00,121048001.1044167,299520
2018-04-02 00:00:00+00:00,114.97,137.25,111.31,117.55,723895.08502,2018-04-08 23:59:59.999000+00:00,87189975.4815369,226562
2018-04-09 00:00:00+00:00,117.8,133.98,111.25,132.45,774078.33767,2018-04-15 23:59:59.999000+00:00,95055968.19739,339919
2018-04-16 00:00:00+00:00,132.45,156.94,124.88,146.38,824851.42873,2018-04-22 23:59:59.999000+00:00,117133593.7275045,232606
2018-04-23 00:00:00+00:00,146.38,166.29,141.85,153.5,807106.43128,2018-04-29 23:59:59.999000+00:00,123376386.0832035,234712
2018-04-30 00:00:00+00:00,153.51,184.98,142.44,172.32,1048345.74806,2018-05-06 23:59:59.999000+00:00,171558605.2251617,274675
2018-05-07 00:00:00+00:00,172.1,172.81,130.32,144.24,796570.54639,2018-05-13 23:59:59.999000+00:00,121193081.3331581,220201
2018-05-14 00:00:00+00:00,144.19,152.95,128.0,139.64,557055.03079,2018-05-20 23:59:59.999000+00:00,77763324.6933165,176917
2018-05-21 00:00:00+00:00,139.63,140.25,114.7,117.71,610471.58855,2018-05-27 23:59:59.999000+00:00,74322675.381017,157595
2018-05-28 00:00:00+00:00,117.72,127.98,109.41,125.33,398899.541,2018-06-03 23:59:59.999000+00:00,47542648.4021652,117091
2018-06-04 00:00:00+00:00,125.07,127.01,102.75,106.48,319682.88441,2018-06-10 23:59:59.999000+00:00,37510492.7115518,106149
2018-06-11 00:00:00+00:00,106.5,108.42,86.71,94.95,881961.07529,2018-06-17 23:59:59.999000+00:00,85995134.5550207,188882
2018-06-18 00:00:00+00:00,94.95,120.0,73.22,80.37,1219683.92929,2018-06-24 23:59:59.999000+00:00,109342165.0419069,249586
2018-06-25 00:00:00+00:00,80.46,84.59,72.15,79.95,1099651.52188,2018-07-01 23:59:59.999000+00:00,86836411.2225961,192757
2018-07-02 00:00:00+00:00,79.96,90.0,78.11,82.22,1122241.3866,2018-07-08 23:59:59.999000+00:00,94359404.9313535,197049
2018-07-09 00:00:00+00:00,82.26,83.12,74.0,78.54,1211209.03624,2018-07-15 23:59:59.999000+00:00,93884619.2021388,185087
2018-07-16 00:00:00+00:00,78.54,94.41,77.6,82.21,1193084.47453,2018-07-22 23:59:59.999000+00:00,101210378.6416375,205215
